id_viaje,vehiculo_id,tipo_vehiculo,fecha,mes,hora_salida,hora_llegada_real,hora_llegada_estimada,distancia_km,numero_entregas,combustible_litros,estado_viaje,tiempo_entrega_horas,tiempo_estimado_horas,diferencia_tiempo_horas,cumplimiento,costo_combustible_usd
VIAJE-5771,VH-111,Camión ligero,2025-02-05,2025-02,11:28:00,22:51:25,23:04:51,622.71,5,274.29,Completado,11.39,11.61,-0.21999999999999886,A tiempo,233.15
VIAJE-5772,VH-110,Camión pesado,2025-06-04,2025-06,10:42:00,08:43:01,10:17:25,1221.04,4,521.77,Cancelado,22.02,23.59,-1.5700000000000003,A tiempo,443.5
VIAJE-5773,VH-119,Camión ligero,2025-04-24,2025-04,10:40:00,10:31:29,09:58:26,1445.65,4,647.21,Completado,23.86,23.31,0.5500000000000007,Retrasado,550.13
VIAJE-5774,VH-102,Tráiler,2025-05-27,2025-05,12:31:00,15:30:35,15:28:17,90.26,5,34.95,Retrasado,2.99,2.95,0.040000000000000036,Retrasado,29.71
VIAJE-5775,VH-108,Furgoneta,2025-06-25,2025-06,10:25:00,01:06:12,02:26:14,1000.82,2,410.73,Completado,14.69,16.02,-1.33,A tiempo,349.12
VIAJE-5776,VH-103,Tráiler,2025-04-29,2025-04,09:18:00,01:53:21,23:58:54,2060.29,6,679.35,Cancelado,16.59,14.68,1.9100000000000001,Retrasado,577.45
VIAJE-5777,VH-117,Camión ligero,2025-04-08,2025-04,10:49:00,15:41:36,14:05:59,898.6,3,367.05,Completado,4.88,3.28,1.6,Retrasado,311.99
VIAJE-5778,VH-121,Tráiler,2025-01-03,2025-01,11:10:00,18:36:25,17:51:25,487.38,1,135.45,Retrasado,7.44,6.69,0.75,Retrasado,115.13
VIAJE-5779,VH-101,Tráiler,2025-04-13,2025-04,10:35:00,16:16:02,13:24:36,963.2,5,343.79,Completado,5.68,2.83,2.8499999999999996,Retrasado,292.22
VIAJE-5780,VH-111,Camión ligero,2025-02-26,2025-02,06:35:00,00:56:14,05:42:04,2241.6,2,921.07,Completado,18.35,23.12,-4.77,A tiempo,782.91
VIAJE-5781,VH-115,Furgoneta,2025-06-20,2025-06,14:35:00,03:29:00,02:33:43,694.03,4,292.13,Completado,12.9,11.98,0.9199999999999999,Retrasado,248.31
VIAJE-5782,VH-117,Furgoneta,2025-04-17,2025-04,09:00:00,17:52:16,18:58:34,606.85,3,157.45,Completado,8.87,9.98,-1.1100000000000012,A tiempo,133.83
VIAJE-5783,VH-101,Furgoneta,2025-04-10,2025-04,12:06:00,17:20:23,16:04:33,1894.1,5,550.54,Completado,5.24,3.98,1.2600000000000002,Retrasado,467.96
VIAJE-5784,VH-112,Furgoneta,2025-01-25,2025-01,14:16:00,03:33:37,08:54:59,1404.6,4,537.95,Completado,13.29,18.65,-5.359999999999999,A tiempo,457.26
VIAJE-5785,VH-113,Tráiler,2025-05-26,2025-05,06:32:00,19:32:49,21:15:11,2463.61,1,877.45,Completado,13.01,14.72,-1.7100000000000009,A tiempo,745.83
VIAJE-5786,VH-113,Camión ligero,2025-01-08,2025-01,07:40:00,20:10:19,16:02:31,1719.74,6,509.36,Completado,12.51,8.38,4.129999999999999,Retrasado,432.96
VIAJE-5787,VH-109,Furgoneta,2025-02-03,2025-02,06:25:00,06:40:41,07:06:17,1373.46,4,598.59,Completado,0.26,0.69,-0.42999999999999994,A tiempo,508.8
VIAJE-5788,VH-105,Furgoneta,2025-01-10,2025-01,12:09:00,02:22:13,07:04:23,1339.31,3,498.57,Retrasado,14.22,18.92,-4.700000000000001,A tiempo,423.78
VIAJE-5789,VH-115,Camión pesado,2025-03-22,2025-03,12:49:00,23:00:59,21:52:07,689.09,2,173.36,Completado,10.2,9.05,1.1499999999999986,Retrasado,147.36
VIAJE-5790,VH-106,Furgoneta,2025-04-23,2025-04,06:16:00,07:12:58,05:44:45,1227.92,4,377.85,Completado,0.95,23.48,-22.53,A tiempo,321.17
VIAJE-5791,VH-111,Camión pesado,2025-06-03,2025-06,12:20:00,22:11:11,22:17:17,629.86,2,196.84,Retrasado,9.85,9.95,-0.09999999999999964,A tiempo,167.31
VIAJE-5792,VH-102,Camión pesado,2025-03-15,2025-03,11:46:00,05:45:38,07:32:10,612.97,6,263.51,Completado,17.99,19.77,-1.7800000000000011,A tiempo,223.98
VIAJE-5793,VH-100,Camión pesado,2025-04-11,2025-04,08:42:00,19:12:08,20:33:17,353.47,1,143.45,Completado,10.5,11.85,-1.3499999999999996,A tiempo,121.93
VIAJE-5794,VH-124,Camión pesado,2025-06-12,2025-06,13:31:00,22:44:27,23:08:07,561.73,5,222.61,Cancelado,9.22,9.62,-0.3999999999999986,A tiempo,189.22
VIAJE-5795,VH-111,Furgoneta,2025-06-22,2025-06,11:35:00,04:31:14,03:31:52,630.71,6,243.61,Completado,16.94,15.95,0.990000000000002,Retrasado,207.07
VIAJE-5796,VH-104,Furgoneta,2025-01-26,2025-01,12:07:00,11:04:53,12:42:04,2024.55,3,687.79,Completado,22.96,0.58,22.380000000000003,Retrasado,584.62
VIAJE-5797,VH-110,Camión ligero,2025-05-16,2025-05,06:23:00,22:34:29,22:21:07,545.82,4,165.85,Completado,16.19,15.97,0.22000000000000064,Retrasado,140.97
VIAJE-5798,VH-124,Furgoneta,2025-06-13,2025-06,09:22:00,22:53:45,01:30:20,1572.57,5,661.48,Completado,13.53,16.14,-2.610000000000001,A tiempo,562.26
VIAJE-5799,VH-103,Tráiler,2025-01-31,2025-01,11:37:00,03:25:46,03:14:14,984.05,5,297.17,Cancelado,15.81,15.62,0.19000000000000128,Retrasado,252.59
VIAJE-5800,VH-106,Camión ligero,2025-03-27,2025-03,09:31:00,11:00:06,08:07:59,795.43,2,233.5,Completado,1.49,22.62,-21.130000000000003,A tiempo,198.48
VIAJE-5801,VH-102,Camión pesado,2025-03-03,2025-03,14:58:00,20:36:24,20:43:20,1105.25,1,388.17,Completado,5.64,5.76,-0.1200000000000001,A tiempo,329.94
VIAJE-5802,VH-117,Camión ligero,2025-04-01,2025-04,08:30:00,11:29:31,14:08:29,1021.7,3,344.27,Completado,2.99,5.64,-2.6499999999999995,A tiempo,292.63
VIAJE-5803,VH-121,Camión ligero,2025-03-22,2025-03,08:07:00,06:35:40,08:49:53,949.22,3,277.69,Completado,22.48,0.71,21.77,Retrasado,236.04
VIAJE-5804,VH-123,Camión pesado,2025-05-04,2025-05,14:03:00,20:43:12,20:25:57,350.73,1,135.77,Completado,6.67,6.38,0.29000000000000004,Retrasado,115.4
VIAJE-5805,VH-109,Furgoneta,2025-04-08,2025-04,13:05:00,00:54:12,05:33:43,1708.9,4,629.73,Retrasado,11.82,16.48,-4.66,A tiempo,535.27
VIAJE-5806,VH-118,Camión ligero,2025-03-21,2025-03,09:13:00,00:38:37,01:32:16,1398.17,5,598.04,Retrasado,15.43,16.32,-0.8900000000000006,A tiempo,508.33
VIAJE-5807,VH-108,Furgoneta,2025-01-14,2025-01,06:44:00,10:25:55,10:29:31,118.1,5,40.86,Cancelado,3.7,3.76,-0.05999999999999961,A tiempo,34.73
VIAJE-5808,VH-100,Camión pesado,2025-06-25,2025-06,11:10:00,17:32:45,17:22:22,213.06,5,75.51,Completado,6.38,6.21,0.16999999999999993,Retrasado,64.18
VIAJE-5809,VH-105,Furgoneta,2025-04-10,2025-04,10:47:00,07:55:33,09:32:27,2756.37,3,1206.83,Cancelado,21.14,22.76,-1.620000000000001,A tiempo,1025.81
VIAJE-5810,VH-123,Tráiler,2025-05-30,2025-05,11:28:00,21:19:07,22:16:33,654.51,3,280.11,Completado,9.85,10.81,-0.9600000000000009,A tiempo,238.09
VIAJE-5811,VH-120,Furgoneta,2025-05-14,2025-05,08:33:00,20:40:38,17:11:59,2301.43,1,608.25,Cancelado,12.13,8.65,3.4800000000000004,Retrasado,517.01
VIAJE-5812,VH-114,Camión ligero,2025-02-05,2025-02,10:33:00,13:24:38,16:37:24,1492.7,4,511.14,Completado,2.86,6.07,-3.2100000000000004,A tiempo,434.47
VIAJE-5813,VH-124,Furgoneta,2025-03-09,2025-03,11:51:00,18:23:54,18:15:07,266.1,2,107.0,Completado,6.55,6.4,0.14999999999999947,Retrasado,90.95
VIAJE-5814,VH-116,Tráiler,2025-05-14,2025-05,07:05:00,17:27:56,16:33:43,401.85,1,140.87,Retrasado,10.38,9.48,0.9000000000000004,Retrasado,119.74
VIAJE-5815,VH-117,Camión ligero,2025-01-21,2025-01,09:39:00,09:00:33,03:02:20,2352.21,5,1032.74,Completado,23.36,17.39,5.969999999999999,Retrasado,877.83
VIAJE-5816,VH-118,Camión ligero,2025-01-06,2025-01,08:53:00,15:43:48,15:27:50,333.58,1,93.26,Retrasado,6.85,6.58,0.2699999999999996,Retrasado,79.27
VIAJE-5817,VH-113,Camión pesado,2025-02-26,2025-02,11:05:00,17:58:17,18:00:50,1738.38,6,695.65,Retrasado,6.89,6.93,-0.040000000000000036,A tiempo,591.3
VIAJE-5818,VH-123,Camión ligero,2025-06-21,2025-06,11:12:00,19:01:14,19:35:38,358.05,6,98.24,Completado,7.82,8.39,-0.5700000000000003,A tiempo,83.5
VIAJE-5819,VH-118,Camión ligero,2025-01-03,2025-01,09:54:00,12:24:04,10:52:11,1699.09,4,644.4,Completado,2.5,0.97,1.53,Retrasado,547.74
VIAJE-5820,VH-111,Camión ligero,2025-03-04,2025-03,12:02:00,16:26:09,19:12:59,1636.08,3,670.01,Cancelado,4.4,7.18,-2.7799999999999994,A tiempo,569.51
VIAJE-5821,VH-122,Camión ligero,2025-01-11,2025-01,10:20:00,15:08:21,15:26:55,170.25,2,49.6,Completado,4.81,5.12,-0.3100000000000005,A tiempo,42.16
VIAJE-5822,VH-110,Tráiler,2025-02-22,2025-02,12:48:00,09:17:40,07:33:17,1364.95,1,436.42,Cancelado,20.49,18.75,1.7399999999999984,Retrasado,370.96
VIAJE-5823,VH-112,Camión pesado,2025-02-23,2025-02,11:15:00,01:58:48,03:27:04,1255.4,1,450.58,Retrasado,14.73,16.2,-1.4699999999999989,A tiempo,382.99
VIAJE-5824,VH-102,Furgoneta,2025-06-12,2025-06,10:28:00,19:05:13,22:37:03,1090.76,3,451.66,Completado,8.62,12.15,-3.530000000000001,A tiempo,383.91
VIAJE-5825,VH-118,Tráiler,2025-05-26,2025-05,08:22:00,02:18:56,01:40:06,1168.28,1,349.57,Cancelado,17.95,17.3,0.6499999999999986,Retrasado,297.13
VIAJE-5826,VH-101,Camión pesado,2025-05-11,2025-05,09:30:00,09:51:47,10:11:24,1176.2,2,393.28,Retrasado,0.36,0.69,-0.32999999999999996,A tiempo,334.29
VIAJE-5827,VH-113,Camión ligero,2025-03-29,2025-03,09:18:00,19:26:45,18:42:16,337.75,3,139.63,Retrasado,10.15,9.4,0.75,Retrasado,118.69
VIAJE-5828,VH-102,Camión ligero,2025-01-27,2025-01,13:20:00,20:31:30,00:00:28,1191.2,5,449.04,Completado,7.19,10.67,-3.4799999999999995,A tiempo,381.68
VIAJE-5829,VH-113,Furgoneta,2025-01-11,2025-01,11:07:00,14:50:25,14:16:59,211.4,5,73.58,Completado,3.72,3.17,0.5500000000000003,Retrasado,62.54
VIAJE-5830,VH-100,Furgoneta,2025-02-06,2025-02,13:26:00,01:01:32,02:19:14,410.06,5,124.11,Completado,11.59,12.89,-1.3000000000000007,A tiempo,105.49
VIAJE-5831,VH-121,Furgoneta,2025-04-27,2025-04,07:33:00,20:16:44,23:31:16,1439.65,3,626.7,Cancelado,12.73,15.97,-3.24,A tiempo,532.7
VIAJE-5832,VH-113,Camión ligero,2025-04-18,2025-04,13:25:00,03:22:57,04:53:31,841.4,6,315.81,Completado,13.97,15.48,-1.5099999999999998,A tiempo,268.44
VIAJE-5833,VH-118,Camión pesado,2025-02-14,2025-02,14:34:00,03:41:20,03:47:27,1526.8,5,615.38,Completado,13.12,13.22,-0.10000000000000142,A tiempo,523.07
VIAJE-5834,VH-124,Furgoneta,2025-01-29,2025-01,09:53:00,02:07:45,06:52:16,1736.45,6,481.27,Retrasado,16.25,20.99,-4.739999999999998,A tiempo,409.08
VIAJE-5835,VH-103,Tráiler,2025-03-10,2025-03,09:01:00,16:32:22,20:53:18,1481.35,5,662.2,Completado,7.52,11.87,-4.35,A tiempo,562.87
VIAJE-5836,VH-124,Tráiler,2025-03-11,2025-03,06:12:00,22:13:59,23:29:01,614.56,5,264.4,Cancelado,16.03,17.28,-1.25,A tiempo,224.74
VIAJE-5837,VH-115,Camión pesado,2025-05-21,2025-05,13:28:00,21:27:14,18:47:26,1419.14,5,421.21,Retrasado,7.99,5.32,2.67,Retrasado,358.03
VIAJE-5838,VH-109,Tráiler,2025-04-26,2025-04,06:53:00,20:25:57,20:51:34,532.51,1,199.45,Completado,13.55,13.98,-0.4299999999999997,A tiempo,169.53
VIAJE-5839,VH-111,Camión pesado,2025-05-12,2025-05,12:01:00,22:35:09,22:06:22,371.07,2,151.21,Completado,10.57,10.09,0.4800000000000004,Retrasado,128.53
VIAJE-5840,VH-108,Camión ligero,2025-06-17,2025-06,08:55:00,02:55:53,21:04:07,2763.64,5,1051.49,Retrasado,18.01,12.15,5.860000000000001,Retrasado,893.77
VIAJE-5841,VH-114,Camión pesado,2025-01-02,2025-01,10:48:00,01:39:24,02:30:15,457.4,6,177.42,Completado,14.86,15.7,-0.8399999999999999,A tiempo,150.81
VIAJE-5842,VH-103,Camión pesado,2025-02-10,2025-02,10:23:00,10:17:00,12:20:31,1897.23,5,496.88,Retrasado,23.9,1.96,21.939999999999998,Retrasado,422.35
VIAJE-5843,VH-122,Furgoneta,2025-01-26,2025-01,08:09:00,20:40:48,15:30:32,1890.77,4,748.82,Cancelado,12.53,7.36,5.169999999999999,Retrasado,636.5
VIAJE-5844,VH-115,Camión pesado,2025-04-10,2025-04,10:55:00,07:50:54,03:30:02,2079.22,2,552.29,Retrasado,20.93,16.58,4.350000000000001,Retrasado,469.45
VIAJE-5845,VH-109,Camión pesado,2025-02-17,2025-02,10:00:00,00:11:26,00:55:44,930.95,6,264.84,Completado,14.19,14.93,-0.7400000000000002,A tiempo,225.11
VIAJE-5846,VH-103,Camión ligero,2025-01-10,2025-01,09:19:00,04:54:53,04:13:05,926.31,6,240.89,Completado,19.6,18.9,0.7000000000000028,Retrasado,204.76
VIAJE-5847,VH-104,Tráiler,2025-04-25,2025-04,08:03:00,05:01:31,22:42:29,1621.72,1,514.16,Completado,20.98,14.66,6.32,Retrasado,437.04
VIAJE-5848,VH-112,Tráiler,2025-02-04,2025-02,07:36:00,02:10:40,02:38:33,861.48,5,217.09,Retrasado,18.58,19.04,-0.46000000000000085,A tiempo,184.53
VIAJE-5849,VH-115,Furgoneta,2025-01-08,2025-01,06:06:00,06:52:00,10:19:37,878.3,5,224.14,Retrasado,0.77,4.23,-3.4600000000000004,A tiempo,190.52
VIAJE-5850,VH-106,Tráiler,2025-01-23,2025-01,09:48:00,23:37:11,19:45:54,2124.49,2,577.5,Cancelado,13.82,9.96,3.8599999999999994,Retrasado,490.88
VIAJE-5851,VH-112,Camión ligero,2025-05-11,2025-05,13:56:00,19:24:34,18:53:35,249.68,2,63.67,Completado,5.48,4.96,0.5200000000000005,Retrasado,54.12
VIAJE-5852,VH-110,Furgoneta,2025-04-15,2025-04,07:31:00,14:37:14,14:33:55,260.63,1,65.49,Completado,7.1,7.05,0.04999999999999982,Retrasado,55.67
VIAJE-5853,VH-109,Camión pesado,2025-04-15,2025-04,06:09:00,22:06:08,02:22:45,2412.45,3,1052.15,Completado,15.95,20.23,-4.280000000000001,A tiempo,894.33
VIAJE-5854,VH-105,Furgoneta,2025-02-06,2025-02,07:41:00,03:57:34,02:13:26,725.14,2,266.52,Completado,20.28,18.54,1.740000000000002,Retrasado,226.54
VIAJE-5855,VH-104,Camión ligero,2025-05-30,2025-05,10:19:00,22:26:39,02:35:55,1728.46,4,562.04,Completado,12.13,16.28,-4.15,A tiempo,477.73
VIAJE-5856,VH-106,Camión pesado,2025-04-18,2025-04,11:20:00,17:40:28,17:30:04,424.34,4,161.38,Cancelado,6.34,6.17,0.16999999999999993,Retrasado,137.17
VIAJE-5857,VH-109,Camión ligero,2025-06-23,2025-06,08:17:00,05:53:31,07:02:46,2877.3,3,921.17,Retrasado,21.61,22.76,-1.1500000000000021,A tiempo,782.99
VIAJE-5858,VH-101,Camión pesado,2025-01-28,2025-01,07:36:00,16:18:03,17:06:00,1399.17,5,585.3,Completado,8.7,9.5,-0.8000000000000007,A tiempo,497.5
VIAJE-5859,VH-113,Tráiler,2025-03-15,2025-03,14:56:00,11:57:36,13:47:48,1033.65,4,446.19,Cancelado,21.03,22.86,-1.8299999999999983,A tiempo,379.26
VIAJE-5860,VH-121,Tráiler,2025-02-02,2025-02,09:29:00,04:56:03,04:56:07,629.27,1,191.2,Retrasado,19.45,19.45,0.0,A tiempo,162.52
VIAJE-5861,VH-108,Camión ligero,2025-05-11,2025-05,09:28:00,01:13:35,06:54:45,2079.42,1,565.41,Completado,15.76,21.45,-5.6899999999999995,A tiempo,480.6
VIAJE-5862,VH-115,Furgoneta,2025-06-08,2025-06,08:05:00,06:11:37,06:39:59,701.88,4,277.4,Cancelado,22.11,22.58,-0.46999999999999886,A tiempo,235.79
VIAJE-5863,VH-124,Camión pesado,2025-04-11,2025-04,08:53:00,19:57:46,19:13:36,476.88,2,144.88,Retrasado,11.08,10.34,0.7400000000000002,Retrasado,123.15
VIAJE-5864,VH-108,Tráiler,2025-01-11,2025-01,14:10:00,21:33:39,21:21:42,391.63,5,119.39,Completado,7.39,7.2,0.1899999999999995,Retrasado,101.48
VIAJE-5865,VH-104,Camión ligero,2025-02-13,2025-02,07:10:00,18:20:04,19:48:16,659.73,6,184.51,Completado,11.17,12.64,-1.4700000000000006,A tiempo,156.83
VIAJE-5866,VH-111,Furgoneta,2025-01-01,2025-01,09:48:00,21:49:08,21:59:38,389.88,1,126.86,Completado,12.02,12.19,-0.16999999999999993,A tiempo,107.83
VIAJE-5867,VH-123,Tráiler,2025-04-27,2025-04,09:37:00,16:43:59,16:46:41,214.87,5,86.73,Cancelado,7.12,7.16,-0.040000000000000036,A tiempo,73.72
VIAJE-5868,VH-102,Camión ligero,2025-03-06,2025-03,07:25:00,22:08:21,20:47:51,1197.53,1,479.72,Completado,14.72,13.38,1.3399999999999999,Retrasado,407.76
VIAJE-5869,VH-107,Camión pesado,2025-06-25,2025-06,13:12:00,10:09:20,12:29:32,2683.25,5,1177.98,Cancelado,20.96,23.29,-2.3299999999999983,A tiempo,1001.28
VIAJE-5870,VH-123,Tráiler,2025-06-08,2025-06,06:24:00,08:48:34,08:39:54,148.93,3,66.69,Completado,2.41,2.27,0.14000000000000012,Retrasado,56.69
VIAJE-5871,VH-117,Tráiler,2025-05-03,2025-05,10:24:00,23:40:02,00:55:29,424.91,5,188.87,Cancelado,13.27,14.52,-1.25,A tiempo,160.54
VIAJE-5872,VH-108,Camión pesado,2025-03-05,2025-03,12:07:00,07:04:16,12:54:36,2530.91,2,674.48,Completado,18.95,0.79,18.16,Retrasado,573.31
VIAJE-5873,VH-116,Camión ligero,2025-03-23,2025-03,07:42:00,13:29:23,11:20:14,1663.19,6,582.53,Cancelado,5.79,3.64,2.15,Retrasado,495.15
VIAJE-5874,VH-109,Camión pesado,2025-01-05,2025-01,09:40:00,23:36:58,21:48:36,891.58,1,259.17,Completado,13.95,12.14,1.8099999999999987,Retrasado,220.29
VIAJE-5875,VH-108,Tráiler,2025-04-16,2025-04,06:28:00,23:15:45,23:45:09,1137.73,5,348.92,Completado,16.8,17.29,-0.48999999999999844,A tiempo,296.58
VIAJE-5876,VH-112,Tráiler,2025-04-24,2025-04,08:45:00,13:13:07,12:54:22,144.53,2,54.75,Completado,4.47,4.16,0.3099999999999996,Retrasado,46.54
VIAJE-5877,VH-104,Camión ligero,2025-05-10,2025-05,08:58:00,17:18:15,17:32:43,324.33,4,130.84,Completado,8.34,8.58,-0.2400000000000002,A tiempo,111.21
VIAJE-5878,VH-104,Tráiler,2025-02-06,2025-02,06:33:00,00:29:45,23:12:54,1175.27,4,370.15,Completado,17.95,16.66,1.2899999999999991,Retrasado,314.63
VIAJE-5879,VH-114,Camión pesado,2025-04-02,2025-04,09:26:00,01:45:56,01:00:12,1111.28,2,378.82,Completado,16.33,15.57,0.759999999999998,Retrasado,322.0
VIAJE-5880,VH-109,Camión ligero,2025-02-10,2025-02,07:49:00,11:34:38,10:10:41,987.71,6,355.37,Retrasado,3.76,2.36,1.4,Retrasado,302.06
VIAJE-5881,VH-102,Camión pesado,2025-06-11,2025-06,11:22:00,15:19:54,12:05:49,1159.85,4,297.32,Retrasado,3.96,0.73,3.23,Retrasado,252.72
VIAJE-5882,VH-119,Camión pesado,2025-02-26,2025-02,06:16:00,03:53:03,01:28:13,668.88,1,199.63,Completado,21.62,19.2,2.4200000000000017,Retrasado,169.69
VIAJE-5883,VH-114,Camión ligero,2025-01-08,2025-01,07:46:00,02:11:58,08:21:21,2813.1,2,774.81,Retrasado,18.43,0.59,17.84,Retrasado,658.59
VIAJE-5884,VH-102,Furgoneta,2025-01-23,2025-01,08:01:00,16:08:25,18:12:56,1303.57,5,328.9,Retrasado,8.12,10.2,-2.08,A tiempo,279.56
VIAJE-5885,VH-113,Furgoneta,2025-02-27,2025-02,10:19:00,05:52:51,06:47:29,622.93,3,267.09,Retrasado,19.56,20.47,-0.9100000000000001,A tiempo,227.03
VIAJE-5886,VH-113,Camión pesado,2025-06-12,2025-06,10:24:00,02:21:36,21:25:20,1239.0,5,368.38,Completado,15.96,11.02,4.940000000000001,Retrasado,313.12
VIAJE-5887,VH-115,Camión pesado,2025-03-21,2025-03,13:54:00,22:44:57,23:58:24,348.62,5,92.95,Retrasado,8.85,10.07,-1.2200000000000006,A tiempo,79.01
VIAJE-5888,VH-117,Camión pesado,2025-02-11,2025-02,11:48:00,18:28:17,18:48:29,381.45,4,109.34,Retrasado,6.67,7.01,-0.33999999999999986,A tiempo,92.94
VIAJE-5889,VH-100,Tráiler,2025-04-18,2025-04,12:59:00,07:07:59,09:35:53,1051.81,4,443.01,Completado,18.15,20.61,-2.460000000000001,A tiempo,376.56
VIAJE-5890,VH-102,Tráiler,2025-04-15,2025-04,14:28:00,15:57:21,14:22:35,1625.51,5,558.23,Completado,1.49,23.91,-22.42,A tiempo,474.5
VIAJE-5891,VH-121,Camión pesado,2025-05-29,2025-05,06:40:00,18:13:14,19:52:00,353.57,4,96.09,Cancelado,11.55,13.2,-1.6499999999999986,A tiempo,81.68
VIAJE-5892,VH-109,Tráiler,2025-03-19,2025-03,08:08:00,20:57:24,20:12:59,827.93,2,257.86,Retrasado,12.82,12.08,0.7400000000000002,Retrasado,219.18
VIAJE-5893,VH-123,Tráiler,2025-05-21,2025-05,08:07:00,17:03:15,16:52:26,388.35,6,116.72,Completado,8.94,8.76,0.17999999999999972,Retrasado,99.21
VIAJE-5894,VH-105,Furgoneta,2025-03-07,2025-03,08:01:00,06:37:54,10:50:30,2628.96,3,995.23,Completado,22.61,2.83,19.78,Retrasado,845.95
VIAJE-5895,VH-124,Camión ligero,2025-01-26,2025-01,13:49:00,00:48:45,23:38:50,571.98,5,171.49,Retrasado,11.0,9.83,1.17,Retrasado,145.77
VIAJE-5896,VH-107,Furgoneta,2025-02-27,2025-02,11:43:00,16:42:27,19:22:17,1203.12,5,475.0,Cancelado,4.99,7.65,-2.66,A tiempo,403.75
VIAJE-5897,VH-116,Furgoneta,2025-05-31,2025-05,12:34:00,15:38:01,15:58:14,141.72,3,35.95,Completado,3.07,3.4,-0.33000000000000007,A tiempo,30.56
VIAJE-5898,VH-103,Camión ligero,2025-02-16,2025-02,07:10:00,22:39:53,00:31:09,1771.21,2,541.62,Completado,15.5,17.35,-1.8500000000000014,A tiempo,460.38
VIAJE-5899,VH-107,Camión ligero,2025-01-31,2025-01,12:03:00,04:21:14,03:58:53,974.31,5,404.1,Completado,16.3,15.93,0.370000000000001,Retrasado,343.48
VIAJE-5900,VH-115,Camión pesado,2025-01-26,2025-01,14:24:00,18:49:55,18:15:01,143.33,2,55.87,Completado,4.43,3.85,0.5799999999999996,Retrasado,47.49
VIAJE-5901,VH-119,Tráiler,2025-05-21,2025-05,06:05:00,12:11:55,11:39:59,250.98,1,108.87,Retrasado,6.12,5.58,0.54,Retrasado,92.54
VIAJE-5902,VH-103,Camión pesado,2025-01-28,2025-01,13:47:00,20:19:58,20:26:25,412.0,6,106.76,Completado,6.55,6.66,-0.11000000000000032,A tiempo,90.75
VIAJE-5903,VH-120,Tráiler,2025-02-09,2025-02,11:43:00,22:37:11,00:56:31,2412.19,1,727.7,Cancelado,10.9,13.23,-2.33,A tiempo,618.55
VIAJE-5904,VH-120,Furgoneta,2025-06-12,2025-06,13:52:00,15:57:55,16:58:22,1688.41,1,448.12,Retrasado,2.1,3.11,-1.0099999999999998,A tiempo,380.9
VIAJE-5905,VH-110,Camión pesado,2025-03-28,2025-03,14:10:00,00:39:01,01:15:05,1065.73,2,410.52,Retrasado,10.48,11.08,-0.5999999999999996,A tiempo,348.94
VIAJE-5906,VH-116,Camión ligero,2025-05-01,2025-05,08:49:00,08:20:37,06:24:53,1421.47,6,387.19,Retrasado,23.53,21.6,1.9299999999999997,Retrasado,329.11
VIAJE-5907,VH-103,Tráiler,2025-01-08,2025-01,14:44:00,16:17:04,19:55:58,1562.92,4,439.06,Completado,1.55,5.2,-3.6500000000000004,A tiempo,373.2
VIAJE-5908,VH-121,Tráiler,2025-03-06,2025-03,13:31:00,03:09:42,01:20:30,1935.67,4,571.67,Retrasado,13.64,11.82,1.8200000000000003,Retrasado,485.92
VIAJE-5909,VH-113,Camión ligero,2025-01-02,2025-01,08:51:00,00:02:33,01:01:42,464.85,6,150.27,Completado,15.19,16.18,-0.9900000000000002,A tiempo,127.73
VIAJE-5910,VH-114,Camión ligero,2025-01-04,2025-01,08:41:00,22:30:01,23:44:14,894.31,2,247.72,Retrasado,13.82,15.05,-1.2300000000000004,A tiempo,210.56
VIAJE-5911,VH-105,Camión pesado,2025-02-01,2025-02,12:37:00,16:22:01,16:33:25,261.52,5,85.38,Completado,3.75,3.94,-0.18999999999999995,A tiempo,72.57
VIAJE-5912,VH-114,Furgoneta,2025-04-12,2025-04,13:01:00,08:54:27,08:03:04,948.79,6,320.11,Completado,19.89,19.03,0.8599999999999994,Retrasado,272.09
VIAJE-5913,VH-107,Furgoneta,2025-02-06,2025-02,07:20:00,11:51:34,12:23:43,156.69,4,64.98,Retrasado,4.53,5.06,-0.5299999999999994,A tiempo,55.23
VIAJE-5914,VH-102,Camión ligero,2025-05-03,2025-05,06:13:00,17:18:26,17:22:58,353.32,6,106.56,Completado,11.09,11.17,-0.08000000000000007,A tiempo,90.58
VIAJE-5915,VH-109,Camión pesado,2025-01-29,2025-01,14:55:00,03:08:04,04:26:13,433.47,5,152.01,Completado,12.22,13.52,-1.299999999999999,A tiempo,129.21
VIAJE-5916,VH-100,Camión ligero,2025-03-19,2025-03,07:47:00,05:20:14,07:22:04,1344.42,1,421.18,Completado,21.55,23.58,-2.0299999999999976,A tiempo,358.0
VIAJE-5917,VH-101,Camión pesado,2025-01-26,2025-01,11:58:00,17:14:42,17:39:44,258.91,3,101.72,Retrasado,5.28,5.7,-0.41999999999999993,A tiempo,86.46
VIAJE-5918,VH-122,Furgoneta,2025-04-14,2025-04,09:14:00,17:56:58,15:19:33,2206.02,3,794.15,Completado,8.72,6.09,2.630000000000001,Retrasado,675.03
VIAJE-5919,VH-100,Furgoneta,2025-01-05,2025-01,07:56:00,20:56:30,18:16:21,2460.45,4,1104.07,Retrasado,13.01,10.34,2.67,Retrasado,938.46
