id_viaje,vehiculo_id,tipo_vehiculo,fecha,hora_salida,hora_llegada_real,hora_llegada_estimada,distancia_km,numero_entregas,combustible_litros,estado_viaje
VIAJE-5452,VH-123,Furgoneta,2025-06-14,12:09:00,00:30:26,05:47:42,1279.4,5,499.91,Completado
VIAJE-5453,VH-109,Camión pesado,2025-01-18,14:13:00,05:15:51,08:52:09,1441.44,5,390.88,Completado
VIAJE-5454,VH-106,Camión ligero,2025-02-02,09:38:00,18:13:16,18:32:53,546.58,1,204.87,Completado
VIAJE-5455,VH-112,Camión ligero,2025-01-24,14:15:00,11:21:24,12:44:03,1046.51,2,358.57,Completado
VIAJE-5456,VH-117,Camión pesado,2025-05-01,12:33:00,23:02:01,02:00:06,1951.99,2,839.3,Retrasado
VIAJE-5457,VH-114,Furgoneta,2025-03-08,11:35:00,18:27:32,15:15:40,1523.82,4,555.04,Completado
VIAJE-5458,VH-110,Camión pesado,2025-06-08,07:32:00,23:06:00,22:32:56,2539.99,6,1092.02,Cancelado
VIAJE-5459,VH-107,Camión ligero,2025-04-11,06:35:00,00:33:31,02:23:23,2465.28,1,702.88,Retrasado
VIAJE-5460,VH-121,Camión pesado,2025-02-20,13:50:00,00:49:27,02:27:19,1353.83,5,600.19,Completado
VIAJE-5461,VH-110,Camión pesado,2025-02-14,08:36:00,06:32:19,09:51:36,3049.68,2,1300.11,Completado
VIAJE-5462,VH-123,Tráiler,2025-03-25,07:40:00,23:36:49,22:21:10,831.25,2,235.5,Completado
VIAJE-5463,VH-122,Camión pesado,2025-05-28,14:13:00,06:56:45,06:32:01,1130.7,3,393.28,Retrasado
VIAJE-5464,VH-123,Tráiler,2025-02-26,08:51:00,04:55:54,05:21:35,800.97,1,242.06,Completado
VIAJE-5465,VH-118,Tráiler,2025-06-06,07:11:00,02:16:25,01:28:57,2333.11,5,670.44,Completado
VIAJE-5466,VH-114,Camión ligero,2025-02-11,06:21:00,19:41:18,20:43:40,880.91,4,380.67,Completado
VIAJE-5467,VH-106,Tráiler,2025-03-25,08:37:00,06:22:24,02:50:45,3103.79,5,868.59,Completado
VIAJE-5468,VH-104,Furgoneta,2025-04-12,06:35:00,17:15:05,16:30:01,336.12,1,121.29,Cancelado
VIAJE-5469,VH-121,Tráiler,2025-05-13,14:32:00,08:15:35,04:38:13,1983.47,6,789.41,Completado
VIAJE-5470,VH-121,Furgoneta,2025-02-17,09:40:00,12:16:34,09:53:50,1782.1,1,544.66,Completado
VIAJE-5471,VH-107,Tráiler,2025-06-15,07:52:00,12:12:33,08:53:19,1750.72,3,460.93,Completado
VIAJE-5472,VH-106,Camión ligero,2025-01-06,08:41:00,13:14:02,17:01:06,1746.41,6,698.31,Completado
VIAJE-5473,VH-102,Furgoneta,2025-02-20,13:17:00,21:21:21,17:05:26,1905.02,2,789.92,Completado
VIAJE-5474,VH-118,Tráiler,2025-05-01,07:13:00,16:48:29,21:31:06,1679.4,5,468.61,Completado
VIAJE-5475,VH-120,Camión pesado,2025-02-08,07:13:00,16:27:26,17:43:58,597.58,6,198.41,Completado
VIAJE-5476,VH-101,Camión ligero,2025-06-05,07:07:00,14:18:04,15:11:31,331.27,2,85.59,Cancelado
VIAJE-5477,VH-123,Camión ligero,2025-04-25,08:46:00,02:32:30,03:55:41,1061.24,5,463.21,Completado
VIAJE-5478,VH-119,Camión pesado,2025-01-10,10:36:00,21:27:08,21:34:12,490.65,2,187.46,Retrasado
VIAJE-5479,VH-120,Furgoneta,2025-05-14,07:09:00,20:18:38,15:44:27,1534.05,1,390.48,Cancelado
VIAJE-5480,VH-121,Tráiler,2025-06-10,14:08:00,10:32:31,12:44:21,2859.65,5,1276.54,Completado
VIAJE-5481,VH-119,Furgoneta,2025-04-07,08:01:00,00:39:22,04:53:07,2180.56,6,978.88,Completado
VIAJE-5482,VH-123,Tráiler,2025-01-17,06:51:00,03:39:44,04:57:19,2627.2,5,724.16,Cancelado
VIAJE-5483,VH-115,Camión ligero,2025-01-25,09:29:00,16:56:28,17:54:53,305.91,4,110.11,Cancelado
VIAJE-5484,VH-111,Tráiler,2025-03-20,08:13:00,01:08:54,05:54:50,1652.59,1,670.46,Completado
VIAJE-5485,VH-104,Tráiler,2025-01-14,12:07:00,06:45:37,07:04:56,680.09,2,207.83,Completado
VIAJE-5486,VH-119,Camión ligero,2025-04-24,07:27:00,05:03:18,03:17:36,1158.74,4,319.0,Completado
VIAJE-5487,VH-116,Camión ligero,2025-03-29,11:16:00,09:06:02,10:54:43,1665.79,6,418.97,Completado
VIAJE-5488,VH-101,Camión pesado,2025-01-16,07:01:00,13:21:32,17:30:54,2012.28,4,730.23,Retrasado
VIAJE-5489,VH-111,Tráiler,2025-03-20,07:23:00,05:45:09,04:53:36,1276.9,3,427.8,Completado
VIAJE-5490,VH-107,Furgoneta,2025-05-03,07:08:00,23:37:29,17:35:03,1621.44,4,419.67,Completado
VIAJE-5491,VH-124,Camión ligero,2025-05-12,07:02:00,18:33:55,19:34:38,717.8,6,258.96,Completado
VIAJE-5492,VH-114,Tráiler,2025-03-12,07:31:00,16:57:46,15:34:59,478.46,5,128.94,Completado
VIAJE-5493,VH-114,Camión ligero,2025-02-07,06:55:00,18:01:37,13:24:03,2421.5,6,646.27,Cancelado
VIAJE-5494,VH-101,Tráiler,2025-04-26,07:15:00,11:43:43,11:09:50,262.02,3,68.01,Completado
VIAJE-5495,VH-111,Furgoneta,2025-05-06,10:12:00,01:02:50,21:30:38,1437.32,6,364.34,Retrasado
VIAJE-5496,VH-105,Furgoneta,2025-05-17,14:43:00,09:03:43,09:35:28,862.9,4,301.35,Completado
VIAJE-5497,VH-103,Camión ligero,2025-03-27,09:42:00,00:40:05,23:31:45,2380.18,5,986.63,Retrasado
VIAJE-5498,VH-108,Tráiler,2025-04-11,12:52:00,21:43:00,21:46:55,390.55,1,162.52,Retrasado
VIAJE-5499,VH-100,Camión ligero,2025-01-15,10:25:00,07:29:51,08:17:59,716.89,3,182.8,Completado
VIAJE-5500,VH-103,Camión ligero,2025-04-25,13:42:00,13:11:54,09:48:44,1563.99,1,595.91,Cancelado
VIAJE-5501,VH-107,Camión ligero,2025-05-25,10:36:00,12:44:21,12:27:38,85.51,6,34.79,Completado
VIAJE-5502,VH-108,Camión ligero,2025-05-31,10:41:00,02:52:09,06:17:06,2526.43,4,899.0,Retrasado
VIAJE-5503,VH-120,Camión pesado,2025-06-15,07:12:00,06:30:33,08:42:10,1108.61,1,361.9,Cancelado
VIAJE-5504,VH-123,Furgoneta,2025-01-27,12:58:00,08:32:19,08:27:01,665.12,2,292.99,Retrasado
VIAJE-5505,VH-115,Furgoneta,2025-03-05,09:53:00,19:53:46,19:01:40,429.48,2,166.54,Cancelado
VIAJE-5506,VH-121,Furgoneta,2025-05-30,07:39:00,06:10:08,08:20:53,688.78,6,208.58,Retrasado
VIAJE-5507,VH-121,Camión pesado,2025-01-07,09:29:00,13:49:42,14:16:37,210.43,5,57.06,Retrasado
VIAJE-5508,VH-101,Camión pesado,2025-06-19,06:40:00,21:36:58,01:42:05,2146.54,1,923.84,Cancelado
VIAJE-5509,VH-102,Camión pesado,2025-04-05,14:38:00,15:50:18,15:26:58,1757.35,5,490.87,Completado
VIAJE-5510,VH-102,Tráiler,2025-01-06,14:32:00,21:19:39,21:24:12,2111.97,6,872.38,Completado
VIAJE-5511,VH-117,Tráiler,2025-03-08,10:34:00,18:55:32,20:02:46,504.16,4,215.12,Cancelado
VIAJE-5512,VH-116,Camión pesado,2025-05-27,13:32:00,08:43:41,06:50:33,1291.81,5,532.71,Completado
VIAJE-5513,VH-117,Camión ligero,2025-04-18,13:20:00,13:06:14,15:32:37,802.21,2,261.56,Completado
VIAJE-5514,VH-109,Tráiler,2025-01-24,07:59:00,17:14:36,18:07:28,607.84,6,184.83,Completado
VIAJE-5515,VH-119,Tráiler,2025-05-24,14:09:00,13:27:52,16:33:53,1400.88,5,538.02,Retrasado
VIAJE-5516,VH-121,Camión ligero,2025-03-10,06:37:00,00:55:48,03:09:13,1071.99,3,286.96,Cancelado
VIAJE-5517,VH-113,Camión ligero,2025-04-01,12:02:00,12:46:25,10:22:35,1288.33,2,395.29,Cancelado
VIAJE-5518,VH-117,Camión pesado,2025-03-27,12:22:00,19:17:20,19:54:27,465.47,5,191.29,Retrasado
VIAJE-5519,VH-105,Furgoneta,2025-06-13,06:56:00,12:45:06,10:48:39,1397.45,6,519.8,Retrasado
VIAJE-5520,VH-117,Camión pesado,2025-03-09,12:01:00,02:14:10,00:22:46,717.64,2,181.08,Cancelado
VIAJE-5521,VH-110,Camión ligero,2025-04-09,08:10:00,07:18:11,11:54:22,2084.51,2,690.65,Cancelado
VIAJE-5522,VH-117,Camión pesado,2025-01-01,14:36:00,12:46:01,13:14:47,2822.96,3,1006.5,Cancelado
VIAJE-5523,VH-107,Camión ligero,2025-04-22,08:16:00,04:26:43,04:06:48,727.51,5,265.65,Retrasado
VIAJE-5524,VH-100,Camión ligero,2025-01-23,10:04:00,21:55:53,23:20:28,749.71,5,336.5,Completado
VIAJE-5525,VH-111,Camión pesado,2025-02-22,12:06:00,00:48:06,02:18:17,622.45,4,198.15,Completado
VIAJE-5526,VH-101,Furgoneta,2025-03-24,14:32:00,20:52:31,19:57:57,274.6,6,77.74,Completado
VIAJE-5527,VH-124,Furgoneta,2025-05-07,08:16:00,15:59:48,16:20:43,262.01,3,111.25,Completado
VIAJE-5528,VH-108,Camión ligero,2025-05-26,12:25:00,05:17:33,05:05:57,1994.82,6,862.38,Completado
VIAJE-5529,VH-124,Camión pesado,2025-03-08,14:36:00,03:14:18,03:41:22,2023.15,5,873.01,Completado
VIAJE-5530,VH-112,Tráiler,2025-05-22,08:06:00,22:35:20,22:39:45,691.33,4,310.45,Completado
VIAJE-5531,VH-110,Camión pesado,2025-04-11,12:16:00,15:22:43,16:20:01,1481.91,5,641.71,Cancelado
VIAJE-5532,VH-112,Tráiler,2025-03-21,14:24:00,18:29:31,17:02:13,1616.64,1,594.39,Completado
VIAJE-5533,VH-121,Camión ligero,2025-01-29,07:39:00,15:50:57,14:45:48,442.47,2,171.45,Retrasado
VIAJE-5534,VH-111,Camión pesado,2025-04-08,06:22:00,13:34:57,13:58:41,353.43,4,92.73,Cancelado
VIAJE-5535,VH-117,Tráiler,2025-02-23,12:20:00,01:46:00,00:15:30,927.37,6,327.3,Completado
VIAJE-5536,VH-110,Furgoneta,2025-06-03,06:24:00,06:44:00,07:52:21,777.84,5,283.51,Completado
VIAJE-5537,VH-109,Furgoneta,2025-02-15,06:18:00,02:38:36,07:30:05,3101.62,6,1262.68,Cancelado
VIAJE-5538,VH-119,Tráiler,2025-04-21,13:26:00,17:44:00,17:17:49,264.75,3,109.62,Completado
VIAJE-5539,VH-110,Tráiler,2025-04-04,13:48:00,12:10:56,12:39:38,1152.71,1,468.58,Completado
VIAJE-5540,VH-124,Furgoneta,2025-02-26,09:50:00,11:07:43,08:19:38,1374.66,4,579.29,Completado
VIAJE-5541,VH-108,Tráiler,2025-04-08,08:54:00,16:02:33,17:55:00,1894.0,3,494.03,Retrasado
VIAJE-5542,VH-120,Furgoneta,2025-06-04,11:14:00,07:47:58,06:48:12,1353.31,6,569.9,Completado
VIAJE-5543,VH-105,Camión pesado,2025-03-17,08:48:00,23:31:00,01:46:10,1824.62,4,629.11,Retrasado
VIAJE-5544,VH-104,Furgoneta,2025-06-06,07:24:00,10:40:35,10:52:55,108.66,3,29.34,Completado
VIAJE-5545,VH-116,Furgoneta,2025-05-17,14:40:00,10:31:33,07:38:11,643.42,5,221.93,Cancelado
VIAJE-5546,VH-112,Tráiler,2025-05-07,14:08:00,01:08:38,01:27:34,365.17,5,160.07,Retrasado
VIAJE-5547,VH-100,Furgoneta,2025-04-25,08:45:00,05:32:35,06:24:28,842.64,2,282.28,Completado
VIAJE-5548,VH-123,Camión ligero,2025-02-12,06:13:00,08:32:22,07:17:35,1030.61,4,346.3,Cancelado
VIAJE-5549,VH-123,Tráiler,2025-05-17,06:29:00,09:58:20,07:14:27,1895.31,6,846.6,Cancelado
VIAJE-5550,VH-105,Furgoneta,2025-02-02,07:42:00,11:20:40,09:53:14,1659.98,5,499.06,Completado
VIAJE-5551,VH-101,Camión ligero,2025-06-23,12:16:00,04:19:11,04:09:43,717.53,6,285.54,Completado
VIAJE-5552,VH-102,Camión ligero,2025-02-05,09:09:00,06:08:38,09:47:07,3122.1,3,1164.4,Retrasado
VIAJE-5553,VH-121,Camión ligero,2025-04-26,13:57:00,03:32:00,05:23:17,2276.29,2,862.74,Completado
VIAJE-5554,VH-115,Camión pesado,2025-01-08,09:55:00,02:12:59,22:13:24,2077.69,6,549.66,Retrasado
VIAJE-5555,VH-111,Camión ligero,2025-06-17,14:03:00,04:54:18,10:17:38,1270.2,4,527.57,Completado
VIAJE-5556,VH-110,Camión pesado,2025-01-09,12:38:00,12:22:21,15:30:41,3301.38,3,1157.49,Completado
VIAJE-5557,VH-108,Camión pesado,2025-03-26,09:56:00,01:59:24,03:22:36,504.68,6,200.89,Cancelado
VIAJE-5558,VH-102,Tráiler,2025-04-23,13:32:00,04:43:01,04:00:45,1005.17,4,285.92,Completado
VIAJE-5559,VH-108,Furgoneta,2025-03-08,10:27:00,14:54:37,15:25:03,228.68,5,88.66,Retrasado
VIAJE-5560,VH-119,Camión pesado,2025-04-26,14:06:00,16:48:58,16:57:15,156.04,6,46.53,Cancelado
VIAJE-5561,VH-103,Camión pesado,2025-05-18,13:32:00,15:06:28,16:54:48,1028.57,5,422.52,Cancelado
VIAJE-5562,VH-118,Tráiler,2025-05-31,14:32:00,04:14:53,05:22:00,2466.25,6,767.53,Completado
VIAJE-5563,VH-115,Camión pesado,2025-05-03,07:17:00,23:54:41,22:24:37,2325.6,3,598.34,Completado
VIAJE-5564,VH-123,Tráiler,2025-03-06,08:17:00,16:21:52,16:43:30,308.3,5,113.6,Completado
VIAJE-5565,VH-116,Camión pesado,2025-03-02,07:09:00,06:02:10,06:44:07,3254.52,6,833.21,Completado
VIAJE-5566,VH-118,Camión pesado,2025-02-14,14:55:00,16:35:31,17:01:53,820.97,5,240.07,Completado
VIAJE-5567,VH-103,Camión ligero,2025-01-30,06:11:00,18:45:51,17:06:53,824.79,1,292.31,Retrasado
VIAJE-5568,VH-113,Tráiler,2025-01-30,06:58:00,10:20:14,10:30:39,214.56,5,77.59,Retrasado
VIAJE-5569,VH-122,Tráiler,2025-02-01,06:35:00,12:25:46,12:13:31,244.48,3,65.66,Completado
VIAJE-5570,VH-123,Camión pesado,2025-05-22,10:59:00,03:40:20,04:07:15,663.53,1,266.09,Retrasado
VIAJE-5571,VH-108,Tráiler,2025-05-21,08:12:00,00:41:01,23:46:32,763.96,5,294.32,Completado
VIAJE-5572,VH-101,Camión ligero,2025-02-20,06:29:00,22:54:25,16:53:10,1866.41,2,771.71,Completado
VIAJE-5573,VH-110,Tráiler,2025-04-23,07:21:00,10:14:56,10:11:26,166.87,4,71.65,Retrasado
VIAJE-5574,VH-113,Furgoneta,2025-01-24,07:00:00,02:37:45,23:59:59,1994.71,3,533.2,Completado
VIAJE-5575,VH-122,Camión pesado,2025-03-14,06:51:00,05:24:46,06:11:07,969.24,4,421.11,Cancelado
VIAJE-5576,VH-108,Tráiler,2025-01-11,14:39:00,17:20:31,17:17:07,164.0,2,58.98,Completado
VIAJE-5577,VH-117,Camión pesado,2025-04-07,14:46:00,18:52:12,17:55:45,1542.13,2,527.13,Completado
VIAJE-5578,VH-116,Camión pesado,2025-05-19,12:35:00,16:07:57,12:58:41,1815.73,5,646.09,Retrasado
VIAJE-5579,VH-119,Camión ligero,2025-04-04,06:23:00,21:18:52,20:46:18,1835.61,3,487.37,Retrasado
VIAJE-5580,VH-112,Camión ligero,2025-06-02,09:08:00,12:09:29,12:30:14,101.27,4,40.79,Completado
VIAJE-5581,VH-114,Camión pesado,2025-04-08,06:19:00,05:17:40,08:58:24,2449.04,1,1092.47,Cancelado
VIAJE-5582,VH-111,Camión pesado,2025-01-19,13:23:00,06:49:17,06:36:55,742.42,1,253.45,Completado
VIAJE-5583,VH-121,Camión pesado,2025-05-05,10:24:00,16:05:51,16:28:12,1822.32,1,746.14,Cancelado
VIAJE-5584,VH-104,Furgoneta,2025-01-24,12:08:00,10:10:38,10:51:34,817.42,2,282.42,Cancelado
VIAJE-5585,VH-118,Camión ligero,2025-04-26,06:51:00,17:22:41,19:40:02,2411.03,3,779.46,Completado
VIAJE-5586,VH-103,Furgoneta,2025-06-24,10:23:00,10:44:39,10:16:12,1544.49,3,542.36,Completado
VIAJE-5587,VH-118,Camión pesado,2025-02-02,11:31:00,03:43:11,09:00:13,2348.36,1,610.47,Retrasado
VIAJE-5588,VH-107,Furgoneta,2025-04-15,10:03:00,09:10:49,07:38:35,889.39,2,376.13,Completado
VIAJE-5589,VH-116,Camión pesado,2025-05-24,11:56:00,23:06:17,18:26:43,2163.11,1,750.8,Cancelado
VIAJE-5590,VH-105,Camión pesado,2025-03-09,13:15:00,19:23:38,19:11:25,428.54,1,187.18,Completado
VIAJE-5591,VH-100,Tráiler,2025-01-17,06:50:00,00:59:57,02:22:41,953.68,6,249.67,Completado
VIAJE-5592,VH-118,Furgoneta,2025-01-01,08:54:00,08:14:08,05:20:19,1453.6,6,417.45,Completado
VIAJE-5593,VH-123,Camión ligero,2025-04-03,09:52:00,03:31:39,22:58:49,1984.04,5,513.41,Retrasado
VIAJE-5594,VH-102,Tráiler,2025-06-01,11:43:00,14:23:35,14:43:09,182.75,3,76.02,Completado
VIAJE-5595,VH-116,Furgoneta,2025-05-24,11:44:00,03:12:46,04:35:39,966.38,2,342.47,Retrasado
VIAJE-5596,VH-118,Camión pesado,2025-04-16,11:08:00,16:30:41,18:51:20,1209.24,4,402.29,Completado
VIAJE-5597,VH-119,Camión pesado,2025-05-02,09:51:00,02:08:57,04:06:48,840.01,2,331.86,Completado
VIAJE-5598,VH-101,Furgoneta,2025-03-27,06:09:00,00:19:57,23:48:17,953.84,5,369.06,Completado
VIAJE-5599,VH-114,Furgoneta,2025-02-24,11:28:00,01:14:39,00:34:19,834.34,2,361.84,Retrasado
VIAJE-5600,VH-116,Camión ligero,2025-04-14,10:34:00,08:35:45,06:34:19,1317.65,4,473.81,Completado
VIAJE-5601,VH-109,Camión pesado,2025-05-21,10:11:00,02:48:27,05:08:48,650.24,6,201.3,Completado
VIAJE-5602,VH-117,Camión ligero,2025-03-26,11:03:00,09:32:37,10:55:29,1074.6,3,353.22,Retrasado
VIAJE-5603,VH-119,Furgoneta,2025-04-01,07:23:00,05:35:08,01:11:19,1680.76,5,697.4,Cancelado
VIAJE-5604,VH-101,Furgoneta,2025-03-25,07:02:00,07:43:44,04:13:43,1432.19,6,641.65,Completado
VIAJE-5605,VH-107,Camión ligero,2025-01-22,07:29:00,21:18:47,22:27:34,2559.42,1,991.35,Completado
VIAJE-5606,VH-110,Furgoneta,2025-04-24,12:03:00,21:38:23,16:50:28,1245.71,6,490.08,Completado
VIAJE-5607,VH-107,Furgoneta,2025-03-10,07:43:00,17:51:52,18:22:20,304.7,1,87.28,Completado
VIAJE-5608,VH-118,Furgoneta,2025-01-16,06:10:00,23:43:24,04:56:48,2509.28,6,666.94,Completado
VIAJE-5609,VH-110,Camión pesado,2025-02-16,11:51:00,19:57:54,19:23:18,1845.2,3,789.97,Completado
VIAJE-5610,VH-101,Tráiler,2025-03-14,06:53:00,07:31:46,05:14:48,1493.56,6,411.96,Cancelado
VIAJE-5611,VH-117,Camión ligero,2025-04-01,11:41:00,14:58:25,14:31:39,129.06,1,57.63,Completado
VIAJE-5612,VH-121,Camión pesado,2025-03-19,06:13:00,15:57:28,13:42:18,1793.66,1,493.64,Completado
VIAJE-5613,VH-106,Tráiler,2025-01-12,14:39:00,00:47:29,20:24:28,2062.58,1,639.36,Cancelado
VIAJE-5614,VH-103,Camión pesado,2025-06-17,11:56:00,18:14:25,16:57:36,1990.46,5,800.15,Completado
VIAJE-5615,VH-111,Furgoneta,2025-02-07,06:23:00,02:13:39,04:59:19,621.73,4,226.23,Cancelado
VIAJE-5616,VH-100,Camión ligero,2025-04-12,12:58:00,08:46:22,09:23:13,2273.55,1,894.47,Retrasado
VIAJE-5617,VH-108,Camión ligero,2025-03-03,13:32:00,03:49:04,05:29:17,817.2,6,239.9,Completado
VIAJE-5618,VH-118,Furgoneta,2025-03-20,11:55:00,00:16:04,00:06:50,371.91,4,149.42,Completado
VIAJE-5619,VH-110,Furgoneta,2025-01-03,09:10:00,16:16:45,16:12:57,1964.38,1,878.22,Completado
VIAJE-5620,VH-108,Camión pesado,2025-04-11,08:18:00,15:09:55,15:20:03,353.49,2,132.75,Cancelado
VIAJE-5621,VH-122,Camión pesado,2025-02-26,09:19:00,02:32:38,03:46:12,582.46,1,149.34,Completado
VIAJE-5622,VH-120,Tráiler,2025-06-23,06:22:00,19:36:13,19:49:31,734.51,5,244.45,Completado
VIAJE-5623,VH-107,Camión ligero,2025-02-08,07:05:00,02:44:54,03:26:04,939.27,2,236.04,Completado
VIAJE-5624,VH-114,Furgoneta,2025-05-25,14:50:00,14:00:22,19:06:39,2266.47,5,606.38,Cancelado
VIAJE-5625,VH-123,Tráiler,2025-03-21,08:25:00,12:33:08,12:27:06,281.76,2,115.75,Completado
VIAJE-5626,VH-100,Camión pesado,2025-04-28,11:22:00,13:19:01,17:04:46,859.2,4,367.73,Cancelado
VIAJE-5627,VH-104,Camión ligero,2025-04-24,07:05:00,21:56:10,00:25:37,2473.93,2,890.98,Completado
VIAJE-5628,VH-106,Tráiler,2025-02-13,07:41:00,22:15:55,17:15:34,2277.2,2,982.34,Cancelado
VIAJE-5629,VH-103,Tráiler,2025-01-02,11:36:00,17:56:43,17:57:04,217.37,1,63.53,Completado
VIAJE-5630,VH-110,Camión ligero,2025-05-31,11:36:00,00:04:57,20:26:36,2101.8,4,815.81,Retrasado
VIAJE-5631,VH-117,Camión ligero,2025-01-13,11:58:00,00:50:16,01:14:20,661.57,6,193.97,Cancelado
VIAJE-5632,VH-112,Camión pesado,2025-05-11,13:57:00,23:52:45,01:15:14,500.07,3,156.12,Completado
VIAJE-5633,VH-121,Camión ligero,2025-05-12,08:10:00,19:23:46,14:40:56,1728.75,1,622.76,Cancelado
VIAJE-5634,VH-109,Camión pesado,2025-06-10,09:08:00,17:36:27,13:36:01,1176.2,3,359.62,Completado
VIAJE-5635,VH-120,Camión pesado,2025-02-03,14:47:00,21:49:47,21:59:35,330.19,3,129.47,Completado
VIAJE-5636,VH-121,Camión pesado,2025-06-10,06:08:00,09:47:40,09:32:58,140.28,1,55.11,Completado
VIAJE-5637,VH-107,Camión pesado,2025-02-03,13:31:00,08:02:19,10:07:37,1244.95,6,371.92,Completado
VIAJE-5638,VH-101,Camión pesado,2025-05-09,07:26:00,00:51:53,00:19:12,555.74,3,139.26,Completado
VIAJE-5639,VH-111,Camión pesado,2025-04-23,13:29:00,07:51:10,08:27:54,1214.66,1,358.14,Completado
VIAJE-5640,VH-121,Camión ligero,2025-06-16,08:38:00,14:45:27,15:38:10,350.96,6,92.94,Completado
VIAJE-5641,VH-112,Camión ligero,2025-02-10,14:13:00,21:42:21,21:08:22,459.89,3,203.76,Cancelado
VIAJE-5642,VH-108,Camión ligero,2025-06-08,12:25:00,21:52:40,23:07:25,498.61,2,166.52,Completado
VIAJE-5643,VH-116,Camión ligero,2025-04-04,12:35:00,07:17:02,11:39:28,2935.83,4,1266.76,Retrasado
VIAJE-5644,VH-124,Camión ligero,2025-04-09,09:44:00,05:51:26,05:55:50,726.86,5,238.95,Completado
VIAJE-5645,VH-101,Furgoneta,2025-05-29,10:49:00,23:55:03,18:45:18,1491.07,6,660.64,Retrasado
VIAJE-5646,VH-106,Furgoneta,2025-06-04,09:45:00,22:05:13,21:21:19,575.81,1,213.57,Completado
VIAJE-5647,VH-114,Camión pesado,2025-02-03,08:24:00,16:35:44,15:35:01,535.04,1,237.41,Completado
VIAJE-5648,VH-106,Tráiler,2025-06-20,08:58:00,01:05:20,01:44:55,1754.99,6,551.26,Completado
VIAJE-5649,VH-103,Camión ligero,2025-05-17,13:38:00,11:21:01,13:02:03,2501.09,6,829.14,Completado
VIAJE-5650,VH-123,Furgoneta,2025-01-22,12:16:00,00:24:51,01:49:33,636.4,2,250.76,Completado
VIAJE-5651,VH-114,Camión pesado,2025-04-04,06:23:00,08:50:17,12:24:12,1031.65,3,453.79,Completado
VIAJE-5652,VH-122,Camión pesado,2025-01-20,07:45:00,00:08:05,00:07:44,2581.95,5,659.94,Completado
VIAJE-5653,VH-111,Tráiler,2025-04-10,10:31:00,03:44:04,04:49:48,828.89,5,326.67,Completado
VIAJE-5654,VH-123,Furgoneta,2025-02-21,11:15:00,09:19:58,08:37:27,1160.96,3,506.46,Cancelado
VIAJE-5655,VH-124,Tráiler,2025-01-17,12:13:00,07:53:24,05:50:11,1531.14,2,496.07,Cancelado
VIAJE-5656,VH-122,Camión ligero,2025-05-27,11:59:00,04:34:00,04:39:53,2221.26,3,917.28,Completado
VIAJE-5657,VH-124,Tráiler,2025-06-02,08:20:00,22:30:48,21:20:04,1712.33,4,717.21,Completado
VIAJE-5658,VH-103,Camión pesado,2025-01-04,13:55:00,13:02:06,16:56:58,1671.22,3,614.51,Completado
VIAJE-5659,VH-108,Camión pesado,2025-04-09,07:59:00,23:24:38,04:46:35,1265.84,6,481.19,Cancelado
VIAJE-5660,VH-106,Camión pesado,2025-02-10,12:52:00,20:13:06,19:35:11,448.98,3,184.94,Retrasado
VIAJE-5661,VH-118,Tráiler,2025-02-26,13:14:00,20:01:43,19:04:14,450.53,1,170.81,Completado
VIAJE-5662,VH-115,Furgoneta,2025-02-12,08:59:00,16:30:52,16:23:38,336.91,5,145.96,Cancelado
VIAJE-5663,VH-108,Furgoneta,2025-02-10,09:23:00,00:54:10,05:36:03,2225.66,6,749.13,Cancelado
VIAJE-5664,VH-114,Furgoneta,2025-03-10,13:03:00,20:13:18,21:01:01,270.8,2,118.27,Completado
VIAJE-5665,VH-122,Tráiler,2025-03-29,08:14:00,03:51:37,04:52:20,2116.44,2,698.55,Completado
VIAJE-5666,VH-113,Camión pesado,2025-02-19,13:00:00,20:07:40,20:49:40,473.58,6,206.01,Completado
VIAJE-5667,VH-104,Tráiler,2025-05-18,07:01:00,03:41:05,03:56:29,1996.65,6,892.14,Completado
VIAJE-5668,VH-100,Camión pesado,2025-05-04,08:46:00,16:39:20,16:34:06,334.24,3,140.16,Completado
VIAJE-5669,VH-103,Tráiler,2025-01-07,10:14:00,08:44:44,12:30:09,2683.39,1,787.64,Retrasado
VIAJE-5670,VH-116,Camión ligero,2025-05-07,08:58:00,12:34:49,12:42:47,125.99,4,40.34,Completado
VIAJE-5671,VH-116,Tráiler,2025-02-15,06:38:00,14:17:51,17:40:43,1678.98,6,683.04,Completado
VIAJE-5672,VH-104,Furgoneta,2025-06-07,11:52:00,06:57:22,12:15:01,2429.0,2,679.32,Completado
VIAJE-5673,VH-120,Tráiler,2025-02-28,09:57:00,11:58:18,10:18:41,1413.42,1,594.45,Completado
VIAJE-5674,VH-111,Camión pesado,2025-02-03,09:27:00,07:05:01,06:53:10,1087.99,1,291.94,Completado
VIAJE-5675,VH-117,Tráiler,2025-01-12,14:11:00,10:04:53,11:39:37,993.18,1,408.58,Completado
VIAJE-5676,VH-112,Camión ligero,2025-01-26,06:31:00,14:15:07,14:35:16,354.72,3,156.23,Cancelado
VIAJE-5677,VH-107,Camión pesado,2025-01-23,13:42:00,04:12:45,07:14:25,2126.32,6,758.73,Completado
VIAJE-5678,VH-124,Tráiler,2025-05-03,09:20:00,07:41:37,05:44:49,905.73,2,402.12,Completado
